Customer Name,Ticket Open Time,Ticket Resp Time,Issue Res Time,Fault Type,Operator,Ticket Close Time,Ticket Status,Business Status,Zone Desc,State,Channel,Designation,Manager,Resolution SLA (Mins),Resp SLA (Seconds),Resolution Catgory,Response SLA pass,Resolution SLA pass,week_label
Transnational,2020-12-22 10:38:09,2020-12-22 10:38:56,2020-12-22 15:22:14,Customers End,Habeeb,2020-12-22 20:10:38,Completed,Closed,South-South,ANAMBRA,Chatbot,Operator,Victor,283.3,47.0,Critical,fail,fail,week 52
CCD,2020-12-14 14:20:43,2020-12-14 14:29:29,2020-12-14 17:56:56,Line damage,John,2025-11-16 09:23:19,Active,Open,South-East,IMO,Email,Operator,Victor,207.45,526.0,Critical,fail,fail,week 51
Alumaco,2020-12-18 12:33:45,2020-12-18 12:37:50,2020-12-18 16:13:17,Customers End,Bukky,2020-12-18 20:00:34,Completed,Closed,North-Central,NASARAWA,Phone Call,Operator,Wale,215.45,245.0,Critical,fail,fail,week 51
International,2020-12-28 12:03:20,2020-12-28 12:10:25,2020-12-28 17:25:45,Line damage,Brenda,2020-12-28 23:11:58,Completed,Closed,South-West,OYO,Email,Operator,Kerry,315.33,425.0,Critical,fail,fail,week 53
ShopLite,2020-12-08 11:22:01,2020-12-08 11:23:32,2020-12-08 14:42:40,Routine Service,Habeeb,2020-12-08 20:24:25,Completed,Closed,South-South,EDO,USSD,Operator,Victor,199.13,91.0,Critical,fail,fail,week 50
OneTres,2020-12-23 09:49:31,2020-12-23 09:54:55,2020-12-23 15:13:12,Uknown,Sherifat,2020-12-23 18:52:49,Completed,Closed,North-East,BORNO,Chatbot,Operator,Victor,318.28,324.0,Critical,fail,fail,week 52
Sahad,2020-12-10 08:02:51,2020-12-10 08:12:05,2020-12-10 13:24:43,Line damage,Amelia,2020-12-10 18:41:11,Completed,Closed,South-South,ANAMBRA,Social Media,Operator,Kerry,312.63,554.0,Critical,fail,fail,week 50
Mikano,2020-12-23 12:21:59,2020-12-23 12:28:26,2020-12-23 16:56:45,hardware failure,Kingsley,2020-12-23 21:35:02,Completed,Closed,North-Central,FCT ABUJA,Chatbot,Operator,Kerry,268.32,387.0,Critical,fail,fail,week 52
Berger,2020-12-02 12:41:19,2020-12-02 12:51:44,2020-12-02 16:07:28,Customers End,Sherifat,2020-12-02 20:35:15,Completed,Closed,South-South,ANAMBRA,USSD,Operator,Victor,195.73,625.0,Critical,fail,fail,week 49
Cassava,2020-12-09 13:27:05,2020-12-09 13:33:35,2020-12-09 16:50:49,Support network failures,Amelia,2020-12-09 20:29:43,Completed,Closed,South-South,ANAMBRA,Social Media,Operator,Kerry,197.23,390.0,Critical,fail,fail,week 50
Jiji,2020-12-16 08:50:38,2020-12-16 08:53:14,2020-12-16 14:13:41,Customers End,Brenda,2020-12-16 18:05:15,Completed,Closed,South-South,DELTA,WebForm,Operator,Kerry,320.45,156.0,Critical,fail,fail,week 51
NDCC,2020-12-18 08:06:51,2020-12-18 08:07:56,2020-12-18 13:30:08,Line damage,John,2020-12-18 17:23:47,Completed,Closed,North-Central,KOGI,Social Media,Operator,Victor,322.2,65.0,Critical,fail,fail,week 51
Wazpper,2020-12-04 12:48:04,2020-12-04 12:51:30,2020-12-04 17:34:42,Customers End,Paul,2020-12-04 21:22:28,Completed,Closed,North-East,ADAMAWA,USSD,Operator,Seun,283.2,206.0,Critical,fail,fail,week 49
BAGCO,2020-12-09 12:39:53,2020-12-09 12:48:37,2020-12-09 18:06:49,Customers End,Atiku,2020-12-09 22:54:38,Completed,Closed,South-West,OYO,Phone Call,Operator,Victor,318.2,524.0,Critical,fail,fail,week 50
Denna,2020-12-02 10:58:37,2020-12-02 11:04:56,2020-12-02 14:32:17,Customers End,Goodluck,2020-12-02 19:58:42,Completed,Closed,North-West,KANO,Phone Call,Operator,Kerry,207.35,379.0,Critical,fail,fail,week 49
Denna,2020-12-03 09:05:47,2020-12-03 09:09:08,2020-12-03 13:44:44,Customers End,Sherifat,2020-12-03 17:23:22,Completed,Closed,North-West,KANO,Email,Operator,Victor,275.6,201.0,Critical,fail,fail,week 49
Jacobs,2020-12-05 14:57:06,2020-12-05 15:03:53,2020-12-05 18:09:15,Customers End,Ore,2020-12-06 00:02:43,Completed,Closed,North-Central,NIGER,WebForm,Operator,Seun,185.37,407.0,Critical,fail,fail,week 49
Transnational,2020-12-13 14:53:37,2020-12-13 14:55:43,2020-12-13 19:26:10,Customers End,Kingsley,2020-12-13 23:02:45,Completed,Closed,North-Central,BENUE,Phone Call,Operator,Kerry,270.45,126.0,Critical,fail,fail,week 50
ShopLite,2020-12-11 15:20:34,2020-12-11 15:25:15,2020-12-11 20:02:41,Line damage,Paul,2020-12-12 01:45:59,Completed,Closed,South-West,OSUN,Phone Call,Operator,Seun,277.43,281.0,Critical,fail,fail,week 50
BetBoss,2020-12-07 08:16:28,2020-12-07 08:20:42,2020-12-07 13:50:45,Uknown,Myers,2020-12-07 17:25:03,Completed,Closed,South-West,LAGOS,USSD,Operator,Kerry,330.05,254.0,Critical,fail,fail,week 50
Nabett,2020-12-08 15:22:49,2020-12-08 15:30:17,2020-12-08 19:37:38,Customers End,Bola,2025-11-16 09:23:19,Terminated,Terminated,North-West,KANO,USSD,Operator,Victor,247.35,448.0,Critical,fail,fail,week 50
NTAS,2020-12-24 11:23:46,2020-12-24 11:26:18,2020-12-24 15:45:22,Line damage,Tunde,2020-12-24 19:40:00,Completed,Closed,North-Central,PLATEAU,Social Media,Operator,Victor,259.07,152.0,Critical,fail,fail,week 52
Jiji,2020-12-25 13:22:51,2020-12-25 13:26:24,2020-12-25 17:28:42,Line damage,Mary,2020-12-25 20:44:38,Completed,Closed,North-West,ZAMFARA,WebForm,Operator,Wale,242.3,213.0,Critical,fail,fail,week 52
Transnational,2020-12-01 11:54:01,2020-12-01 11:55:12,2020-12-01 16:01:32,Support network failures,Kingsley,2025-11-16 09:23:19,Terminated,Terminated,North-East,YOBE,Social Media,Operator,Kerry,246.33,71.0,Critical,fail,fail,week 49
SupaTram,2020-12-02 15:36:15,2020-12-02 15:43:46,2020-12-02 19:55:52,hardware failure,Amelia,2020-12-03 00:08:33,Completed,Closed,South-East,IMO,WebForm,Operator,Kerry,252.1,451.0,Critical,fail,fail,week 49
Berger,2020-12-23 11:22:21,2020-12-23 11:31:05,2020-12-23 17:13:50,Customers End,Sola,2020-12-23 21:49:43,Completed,Closed,North-East,BORNO,USSD,Operator,Wale,342.75,524.0,Critical,fail,fail,week 52
PrinceLine,2020-12-03 13:06:00,2020-12-03 13:14:17,2020-12-03 18:23:48,Customers End,Bola,2020-12-03 23:50:10,Completed,Closed,South-South,DELTA,Email,Operator,Victor,309.52,497.0,Critical,fail,fail,week 49
Wemathon,2020-12-12 11:47:43,2020-12-12 11:47:52,2020-12-12 15:18:08,Line damage,Atiku,2020-12-12 19:03:37,Completed,Closed,North-West,KANO,Social Media,Operator,Victor,210.27,9.0,Critical,pass,fail,week 50
Jiji,2020-12-09 11:16:57,2020-12-09 11:24:43,2020-12-09 16:50:18,Uknown,Sherifat,2020-12-09 22:44:44,Completed,Closed,North-Central,KWARA,WebForm,Operator,Victor,325.58,466.0,Critical,fail,fail,week 50
Jacobs,2020-12-07 08:00:08,2020-12-07 08:10:35,2020-12-07 13:20:42,Customers End,Habeeb,2020-12-07 19:01:07,Completed,Closed,North-East,BORNO,Social Media,Operator,Victor,310.12,627.0,Critical,fail,fail,week 50
Mikano,2020-12-01 14:08:40,2020-12-01 14:09:48,2020-12-01 17:23:50,Customers End,Jennifer,2020-12-01 21:03:39,Completed,Closed,North-East,GOMBE,Social Media,Operator,Kerry,194.03,68.0,Critical,fail,fail,week 49
ACCNI,2020-12-06 08:54:38,2020-12-06 09:00:59,2020-12-06 13:09:45,Customers End,Atiku,2020-12-06 17:23:28,Completed,Closed,North-Central,NASARAWA,WebForm,Operator,Victor,248.77,381.0,Critical,fail,fail,week 49
Jiji,2020-12-16 12:50:39,2020-12-16 12:59:03,2020-12-16 16:29:26,Customers End,Brenda,2020-12-16 21:07:59,Completed,Closed,South-East,ENUGU,Social Media,Operator,Kerry,210.38,504.0,Critical,fail,fail,week 51
Transnational,2020-12-22 13:03:54,2020-12-22 13:04:22,2020-12-22 18:14:47,hardware failure,Jennifer,2020-12-22 23:03:28,Completed,Closed,South-West,OGUN,WebForm,Operator,Kerry,310.42,28.0,Critical,fail,fail,week 52
Dang,2020-12-24 09:21:03,2020-12-24 09:31:47,2020-12-24 14:12:33,Customers End,Atiku,2020-12-24 19:52:55,Completed,Closed,North-East,TARABA,Phone Call,Operator,Victor,280.77,644.0,Critical,fail,fail,week 52
Ultimate,2020-12-15 11:53:23,2020-12-15 12:01:53,2020-12-15 16:23:58,Line damage,Sherifat,2020-12-15 20:11:10,Completed,Closed,South-South,RIVERS,Email,Operator,Victor,262.08,510.0,Critical,fail,fail,week 51
Transnational,2020-12-10 09:09:06,2020-12-10 09:12:15,2020-12-10 14:19:00,Routine Service,Fola,2020-12-10 17:49:41,Completed,Closed,North-East,BORNO,Social Media,Operator,Wale,306.75,189.0,Critical,fail,fail,week 50
Dan,2020-12-11 13:44:52,2020-12-11 13:52:26,2020-12-11 19:24:41,Customers End,Vitus,2020-12-11 23:01:23,Completed,Closed,South-South,CROSS RIVER,Email,Operator,Seun,332.25,454.0,Critical,fail,fail,week 50
MIEC,2020-12-27 09:07:48,2020-12-27 09:17:09,2020-12-27 12:51:18,Customers End,Tunde,2025-11-16 09:23:19,Active,Open,North-Central,NIGER,Chatbot,Operator,Victor,214.15,561.0,Critical,fail,fail,week 52
ROCAD,2020-12-08 09:12:55,2020-12-08 09:14:28,2020-12-08 14:38:08,hardware failure,Habeeb,2020-12-08 19:56:59,Completed,Closed,North-East,GOMBE,USSD,Operator,Victor,323.67,93.0,Critical,fail,fail,week 50
TwinsFaja,2020-12-06 14:27:19,2020-12-06 14:30:26,2020-12-06 17:49:10,Customers End,John,2020-12-06 22:14:29,Completed,Closed,North-West,KANO,Chatbot,Operator,Victor,198.73,187.0,Critical,fail,fail,week 49
ShopLite,2020-12-28 12:44:47,2020-12-28 12:45:16,2020-12-28 16:28:31,Customers End,John,2020-12-28 21:15:17,Completed,Closed,North-West,KEBBI,Social Media,Operator,Victor,223.25,29.0,Critical,fail,fail,week 53
Tidel,2020-12-04 15:48:30,2020-12-04 15:50:15,2020-12-04 19:51:26,Line damage,Sekina,2025-11-16 09:23:19,Active,Open,South-West,LAGOS,Phone Call,Operator,Victor,241.18,105.0,Critical,fail,fail,week 49
CCD,2020-12-20 12:38:17,2020-12-20 12:48:22,2020-12-20 18:06:47,Uknown,John,2020-12-20 22:59:25,Completed,Closed,South-South,ANAMBRA,USSD,Operator,Victor,318.42,605.0,Critical,fail,fail,week 51
Denna,2020-12-19 13:46:05,2020-12-19 13:56:19,2020-12-19 18:03:27,Support network failures,John,2020-12-19 21:40:23,Completed,Closed,North-Central,NIGER,Phone Call,Operator,Victor,247.13,614.0,Critical,fail,fail,week 51
CCD,2020-12-14 08:58:47,2020-12-14 09:07:09,2020-12-14 14:49:42,Customers End,Tunde,2025-11-16 09:23:19,Terminated,Terminated,South-West,LAGOS,WebForm,Operator,Victor,342.55,502.0,Critical,fail,fail,week 51
ShopLite,2020-12-16 14:01:50,2020-12-16 14:09:19,2020-12-16 19:28:46,Routine Service,Goodluck,2020-12-17 00:44:14,Completed,Closed,South-West,OYO,Social Media,Operator,Kerry,319.45,449.0,Critical,fail,fail,week 51
Jacobs,2020-12-21 11:24:33,2020-12-21 11:30:43,2020-12-21 15:51:55,Line damage,Jennifer,2020-12-21 21:22:47,Completed,Closed,North-West,SOKOTO,Phone Call,Operator,Kerry,261.2,370.0,Critical,fail,fail,week 52
Transnational,2020-12-08 14:35:58,2020-12-08 14:36:22,2020-12-08 18:51:29,Customers End,Brenda,2020-12-08 23:11:19,Completed,Closed,North-West,KATSINA,USSD,Operator,Kerry,255.12,24.0,Critical,fail,fail,week 50
Sahad,2020-12-18 12:44:22,2020-12-18 12:44:27,2020-12-18 17:46:04,Line damage,Boye,2020-12-18 23:29:49,Completed,Closed,North-Central,BENUE,Email,Operator,Wale,301.62,5.0,Critical,pass,fail,week 51
International,2020-12-12 15:25:16,2020-12-12 15:26:52,2020-12-12 20:11:56,Customers End,Sekina,2020-12-13 01:06:40,Completed,Closed,North-West,KANO,USSD,Operator,Victor,285.07,96.0,Critical,fail,fail,week 50
JH,2020-12-12 13:08:43,2020-12-12 13:17:12,2020-12-12 17:46:21,Line damage,Tunde,2020-12-12 23:11:46,Completed,Closed,South-West,LAGOS,Social Media,Operator,Victor,269.15,509.0,Critical,fail,fail,week 50
BetSan,2020-12-08 15:44:36,2020-12-08 15:53:44,2020-12-08 19:26:46,Customers End,John,2020-12-08 23:10:12,Completed,Closed,South-South,DELTA,Phone Call,Operator,Victor,213.03,548.0,Critical,fail,fail,week 50
Jiji,2020-12-11 09:54:47,2020-12-11 09:58:55,2020-12-11 14:03:15,Line damage,Vitus,2020-12-11 17:35:47,Completed,Closed,South-South,DELTA,Phone Call,Operator,Seun,244.33,248.0,Critical,fail,fail,week 50
Cassava,2020-12-11 12:21:09,2020-12-11 12:23:46,2020-12-11 15:48:02,Routine Service,Sherifat,2020-12-11 19:08:32,Completed,Closed,South-South,BAYELSA,Social Media,Operator,Victor,204.27,157.0,Critical,fail,fail,week 50
CCD,2020-12-21 08:35:04,2020-12-21 08:35:31,2020-12-21 13:54:40,Customers End,Bola,2020-12-21 18:41:00,Completed,Closed,North-West,KEBBI,Social Media,Operator,Victor,319.15,27.0,Critical,fail,fail,week 52
SupaTram,2020-12-02 10:19:11,2020-12-02 10:26:51,2020-12-02 16:05:55,Traffic Spikes,Myers,2020-12-02 21:27:47,Completed,Closed,South-South,BAYELSA,Social Media,Operator,Kerry,339.07,460.0,Critical,fail,fail,week 49
Jiji,2020-12-02 14:51:19,2020-12-02 14:57:52,2020-12-02 20:29:14,Customers End,Tunde,2020-12-03 02:05:41,Completed,Closed,South-East,IMO,Email,Operator,Victor,331.37,393.0,Critical,fail,fail,week 49
Transnational,2020-12-17 09:16:21,2020-12-17 09:25:46,2020-12-17 15:02:28,Customers End,John,2020-12-17 18:22:55,Completed,Closed,South-South,DELTA,WebForm,Operator,Victor,336.7,565.0,Critical,fail,fail,week 51
Computek,2020-12-11 11:22:12,2020-12-11 11:27:31,2020-12-11 16:05:04,Uknown,Sherifat,2025-11-16 09:23:19,Active,Open,North-East,BORNO,Email,Operator,Victor,277.55,319.0,Critical,fail,fail,week 50
Ultimate,2020-12-07 09:08:26,2020-12-07 09:16:48,2020-12-07 14:54:29,Routine Service,Myers,2020-12-07 19:18:44,Completed,Closed,North-East,GOMBE,Social Media,Operator,Kerry,337.68,502.0,Critical,fail,fail,week 50
Blenco,2020-12-09 14:53:07,2020-12-09 15:03:44,2020-12-09 20:44:47,Line damage,Ore,2020-12-10 02:27:26,Completed,Closed,South-West,EKITI,USSD,Operator,Seun,341.05,637.0,Critical,fail,fail,week 50
WetinLas,2020-12-01 11:17:05,2020-12-01 11:23:27,2020-12-01 15:31:11,hardware failure,Jennifer,2020-12-01 18:44:05,Completed,Closed,South-West,LAGOS,USSD,Operator,Kerry,247.73,382.0,Critical,fail,fail,week 49
ACCNI,2020-12-21 14:07:25,2020-12-21 14:15:49,2020-12-21 17:22:31,Customers End,Sherifat,2025-11-16 09:23:19,Active,Open,North-West,SOKOTO,WebForm,Operator,Victor,186.7,504.0,Critical,fail,fail,week 52
Cejex,2020-12-03 09:58:50,2020-12-03 10:03:07,2020-12-03 14:34:10,Line damage,Sherifat,2020-12-03 17:48:49,Completed,Closed,North-West,KANO,Chatbot,Operator,Victor,271.05,257.0,Critical,fail,fail,week 49
MIEC,2020-12-03 13:22:27,2020-12-03 13:32:10,2020-12-03 16:47:14,Line damage,Vitus,2020-12-03 21:00:46,Completed,Closed,South-West,LAGOS,WebForm,Operator,Seun,195.07,583.0,Critical,fail,fail,week 49
Jotna,2020-12-19 08:57:00,2020-12-19 09:01:44,2020-12-19 13:23:09,Line damage,Sheg,2025-11-16 09:23:19,Active,Open,South-West,LAGOS,WebForm,Operator,Seun,261.42,284.0,Critical,fail,fail,week 51
Cassava,2020-12-26 10:20:34,2020-12-26 10:21:59,2020-12-26 15:25:12,Line damage,Sherifat,2020-12-26 19:38:43,Completed,Closed,South-West,OSUN,Chatbot,Operator,Victor,303.22,85.0,Critical,fail,fail,week 52
GameStack,2020-12-06 14:03:55,2020-12-06 14:04:01,2020-12-06 19:09:39,Customers End,Bukky,2020-12-06 22:29:12,Completed,Closed,North-Central,FCT ABUJA,WebForm,Operator,Wale,305.63,6.0,Critical,pass,fail,week 49
Dan,2020-12-06 13:56:24,2020-12-06 14:05:03,2020-12-06 19:08:49,Customers End,John,2020-12-06 22:51:11,Completed,Closed,North-Central,KWARA,Email,Operator,Victor,303.77,519.0,Critical,fail,fail,week 49
ValueNaija,2020-12-20 10:33:52,2020-12-20 10:42:19,2020-12-20 14:20:27,Routine Service,Kingsley,2020-12-20 19:54:40,Completed,Closed,North-East,YOBE,USSD,Operator,Kerry,218.13,507.0,Critical,fail,fail,week 51
WetinLas,2020-12-08 08:32:49,2020-12-08 08:41:36,2020-12-08 13:16:12,Customers End,Kingsley,2020-12-08 17:47:40,Completed,Closed,South-East,ENUGU,Email,Operator,Kerry,274.6,527.0,Critical,fail,fail,week 50
Ultimate,2020-12-03 08:19:15,2020-12-03 08:19:41,2020-12-03 13:23:47,Customers End,Kingsley,2020-12-03 18:50:27,Completed,Closed,North-East,YOBE,Chatbot,Operator,Kerry,304.1,26.0,Critical,fail,fail,week 49
Nabett,2020-12-25 15:13:19,2020-12-25 15:24:02,2020-12-25 18:26:10,Routine Service,Kola,2020-12-25 23:13:59,Completed,Closed,South-West,EKITI,Email,Operator,Wale,182.13,643.0,Critical,fail,fail,week 52
ShopLite,2020-12-25 13:07:52,2020-12-25 13:12:15,2020-12-25 17:35:51,Customers End,Tunde,2020-12-25 20:51:39,Completed,Closed,South-South,DELTA,USSD,Operator,Victor,263.6,263.0,Critical,fail,fail,week 52
ROCAD,2020-12-14 08:04:38,2020-12-14 08:06:21,2020-12-14 11:08:29,Uknown,Vitus,2025-11-16 09:23:19,Active,Open,North-East,BORNO,Phone Call,Operator,Seun,182.13,103.0,Critical,fail,fail,week 51
ShopLite,2020-12-24 14:14:52,2020-12-24 14:18:24,2020-12-24 18:26:46,Line damage,Atiku,2020-12-24 22:06:39,Completed,Closed,South-West,LAGOS,Phone Call,Operator,Victor,248.37,212.0,Critical,fail,fail,week 52
Transnational,2020-12-25 10:12:27,2020-12-25 10:14:53,2020-12-25 15:18:13,Routine Service,Sherifat,2020-12-25 18:55:49,Completed,Closed,North-Central,KOGI,Email,Operator,Victor,303.33,146.0,Critical,fail,fail,week 52
Nabett,2020-12-18 10:00:55,2020-12-18 10:07:23,2020-12-18 15:44:42,Support network failures,Kingsley,2020-12-18 20:13:22,Completed,Closed,South-East,ENUGU,Chatbot,Operator,Kerry,337.32,388.0,Critical,fail,fail,week 51
Ultimate,2020-12-20 09:27:42,2020-12-20 09:33:24,2020-12-20 14:12:58,Line damage,Sekina,2020-12-20 19:45:42,Completed,Closed,North-West,KANO,USSD,Operator,Victor,279.57,342.0,Critical,fail,fail,week 51
ShopLite,2020-12-19 13:31:49,2020-12-19 13:34:37,2020-12-19 17:08:17,Customers End,Habeeb,2020-12-19 21:50:35,Completed,Closed,South-West,LAGOS,Chatbot,Operator,Victor,213.67,168.0,Critical,fail,fail,week 51
Union,2020-12-11 10:08:47,2020-12-11 10:09:00,2020-12-11 15:39:48,Uknown,Sola,2020-12-11 19:03:24,Completed,Closed,North-West,KATSINA,Email,Operator,Wale,330.8,13.0,Critical,pass,fail,week 50
Jiji,2020-12-07 10:06:13,2020-12-07 10:06:53,2020-12-07 15:07:05,Customers End,Segun,2020-12-07 20:56:40,Completed,Closed,North-East,BORNO,Email,Operator,Seun,300.2,40.0,Critical,fail,fail,week 50
Transnational,2020-12-10 13:31:46,2020-12-10 13:35:21,2020-12-10 16:36:48,Traffic Spikes,Brenda,2020-12-10 20:14:44,Completed,Closed,North-East,YOBE,Social Media,Operator,Kerry,181.45,215.0,Critical,fail,fail,week 50
Pentacept,2020-12-11 09:51:54,2020-12-11 09:59:07,2020-12-11 13:29:35,Customers End,Atiku,2020-12-11 16:54:10,Completed,Closed,North-West,SOKOTO,Email,Operator,Victor,210.47,433.0,Critical,fail,fail,week 50
BetSan,2020-12-10 15:46:02,2020-12-10 15:46:33,2020-12-10 20:56:10,Customers End,Habeeb,2020-12-11 02:48:36,Completed,Closed,South-West,EKITI,USSD,Operator,Victor,309.62,31.0,Critical,fail,fail,week 50
ShopLite,2020-12-13 11:33:33,2020-12-13 11:34:38,2020-12-13 15:07:48,hardware failure,Jonathan,2020-12-13 19:57:38,Completed,Closed,South-West,OYO,USSD,Operator,Kerry,213.17,65.0,Critical,fail,fail,week 50
Cassava,2020-12-14 15:57:38,2020-12-14 16:01:08,2020-12-14 19:31:49,Customers End,Atiku,2020-12-14 23:11:35,Completed,Closed,South-East,ENUGU,Social Media,Operator,Victor,210.68,210.0,Critical,fail,fail,week 51
Goodies,2020-12-12 14:37:08,2020-12-12 14:37:33,2020-12-12 19:18:17,Customers End,Tunde,2020-12-12 23:49:31,Completed,Closed,North-Central,NIGER,WebForm,Operator,Victor,280.73,25.0,Critical,fail,fail,week 50
Union,2020-12-26 08:09:11,2020-12-26 08:18:41,2020-12-26 11:30:13,Support network failures,Bola,2020-12-26 17:03:50,Completed,Closed,South-East,IMO,USSD,Operator,Victor,191.53,570.0,Critical,fail,fail,week 52
CCD,2020-12-14 09:16:31,2020-12-14 09:23:58,2020-12-14 13:01:43,Intrusions,Sola,2020-12-14 16:41:03,Completed,Closed,South-West,LAGOS,Chatbot,Operator,Wale,217.75,447.0,Critical,fail,fail,week 51
Jacobs,2020-12-04 15:09:22,2020-12-04 15:15:34,2020-12-04 18:39:13,Customers End,Goodluck,2020-12-05 00:06:04,Completed,Closed,South-West,OYO,Phone Call,Operator,Kerry,203.65,372.0,Critical,fail,fail,week 49
SupaTram,2020-12-15 13:08:27,2020-12-15 13:19:03,2020-12-15 16:47:30,Customers End,Atiku,2020-12-15 20:13:47,Completed,Closed,North-Central,KOGI,Phone Call,Operator,Victor,208.45,636.0,Critical,fail,fail,week 51
FoodCo,2020-12-18 14:37:32,2020-12-18 14:41:56,2020-12-18 17:55:08,Line damage,Popoola,2020-12-18 21:07:37,Completed,Closed,North-East,YOBE,USSD,Operator,Seun,193.2,264.0,Critical,fail,fail,week 51
ShopLite,2020-12-09 15:13:08,2020-12-09 15:17:30,2020-12-09 18:17:49,Customers End,Fola,2020-12-09 23:49:45,Completed,Closed,North-Central,PLATEAU,Email,Operator,Wale,180.32,262.0,Critical,fail,fail,week 50
SupaTram,2020-12-06 12:30:19,2020-12-06 12:35:35,2020-12-06 16:05:23,Uknown,Bola,2020-12-06 21:59:09,Completed,Closed,South-South,DELTA,Social Media,Operator,Victor,209.8,316.0,Critical,fail,fail,week 49
Roband,2020-12-16 12:04:13,2020-12-16 12:09:44,2020-12-16 17:35:31,Customers End,Habeeb,2020-12-16 23:03:55,Completed,Closed,North-Central,FCT ABUJA,Chatbot,Operator,Victor,325.78,331.0,Critical,fail,fail,week 51
Lemway,2020-12-13 15:42:22,2020-12-13 15:47:35,2020-12-13 19:11:51,Customers End,Paul,2025-11-16 09:23:19,Active,Open,South-West,OGUN,Social Media,Operator,Seun,204.27,313.0,Critical,fail,fail,week 50
Mikano,2020-12-20 13:45:28,2020-12-20 13:50:43,2020-12-20 17:50:49,Routine Service,Segun,2020-12-20 21:40:33,Completed,Closed,North-East,BAUCHI,Chatbot,Operator,Seun,240.1,315.0,Critical,fail,fail,week 51
PrinceLine,2020-12-04 15:00:19,2020-12-04 15:06:47,2020-12-04 20:19:19,Customers End,Bola,2025-11-16 09:23:19,Active,Open,North-East,YOBE,WebForm,Operator,Victor,312.53,388.0,Critical,fail,fail,week 49
BetSan,2020-12-04 13:24:42,2020-12-04 13:30:24,2020-12-04 17:13:07,hardware failure,Popoola,2020-12-04 21:55:25,Completed,Closed,North-West,KANO,Phone Call,Operator,Seun,222.72,342.0,Critical,fail,fail,week 49
CCD,2020-12-28 12:23:38,2020-12-28 12:27:07,2020-12-28 16:02:13,Line damage,Kachi,2020-12-28 21:19:34,Completed,Closed,North-West,SOKOTO,Social Media,Operator,Seun,215.1,209.0,Critical,fail,fail,week 53
Computek,2020-12-05 08:38:53,2020-12-05 08:41:01,2020-12-05 13:00:09,Customers End,John,2020-12-05 18:14:57,Completed,Closed,North-Central,NASARAWA,Email,Operator,Victor,259.13,128.0,Critical,fail,fail,week 49
ShopLite,2020-12-28 12:40:03,2020-12-28 12:46:37,2020-12-28 16:47:14,Line damage,Sheg,2020-12-28 20:15:10,Completed,Closed,North-East,BORNO,WebForm,Operator,Seun,240.62,394.0,Critical,fail,fail,week 53
ShopLite,2020-12-24 12:57:31,2020-12-24 13:07:13,2020-12-24 16:18:19,Customers End,Habeeb,2020-12-24 19:34:04,Completed,Closed,South-West,OYO,USSD,Operator,Victor,191.1,582.0,Critical,fail,fail,week 52
BetSan,2020-12-18 14:07:47,2020-12-18 14:14:08,2020-12-18 18:35:24,Customers End,Segun,2020-12-18 23:48:59,Completed,Closed,South-South,ANAMBRA,Email,Operator,Seun,261.27,381.0,Critical,fail,fail,week 51
BetSan,2020-12-27 09:46:57,2020-12-27 09:51:02,2020-12-27 14:01:23,Customers End,Goodluck,2020-12-27 18:47:06,Completed,Closed,South-South,RIVERS,Phone Call,Operator,Kerry,250.35,245.0,Critical,fail,fail,week 52
Kalek,2020-12-18 10:56:43,2020-12-18 10:59:17,2020-12-18 14:09:34,Customers End,Tunde,2020-12-18 18:33:17,Completed,Closed,North-East,BORNO,USSD,Operator,Victor,190.28,154.0,Critical,fail,fail,week 51
International,2020-12-01 09:35:21,2020-12-01 09:45:40,2020-12-01 14:30:46,Line damage,Sola,2020-12-01 19:47:05,Completed,Closed,North-East,BORNO,Chatbot,Operator,Wale,285.1,619.0,Critical,fail,fail,week 49
Yem-Zem,2020-12-23 10:39:33,2020-12-23 10:42:41,2020-12-23 16:05:57,hardware failure,Kachi,2020-12-23 20:24:26,Completed,Closed,South-South,RIVERS,USSD,Operator,Seun,323.27,188.0,Critical,fail,fail,week 52
Union,2020-12-28 15:20:40,2020-12-28 15:29:20,2020-12-28 20:07:27,Customers End,Mary,2020-12-29 00:25:05,Completed,Closed,North-Central,FCT ABUJA,USSD,Operator,Wale,278.12,520.0,Critical,fail,fail,week 53
ShopLite,2020-12-27 09:22:53,2020-12-27 09:31:16,2020-12-27 12:43:41,Customers End,Boye,2020-12-27 18:38:26,Completed,Closed,North-West,KADUNA,USSD,Operator,Wale,192.42,503.0,Critical,fail,fail,week 52
BetSan,2020-12-12 15:57:53,2020-12-12 16:00:16,2020-12-12 20:24:32,Customers End,Brenda,2020-12-13 00:59:22,Completed,Closed,South-East,IMO,USSD,Operator,Kerry,264.27,143.0,Critical,fail,fail,week 50
BetSan,2020-12-02 15:35:56,2020-12-02 15:38:35,2020-12-02 20:45:50,Customers End,Brenda,2025-11-16 09:23:19,Active,Open,South-West,ONDO,Chatbot,Operator,Kerry,307.25,159.0,Critical,fail,fail,week 49
WetinLas,2020-12-07 13:05:42,2020-12-07 13:08:49,2020-12-07 18:26:54,Line damage,Amelia,2020-12-07 21:46:23,Completed,Closed,South-West,OGUN,Chatbot,Operator,Kerry,318.08,187.0,Critical,fail,fail,week 50
